"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2017","Luxembourg","65 years or over","Total","Median equivalised net income","Euro","40,306",""
"2017","Luxembourg","65 years or over","Males","Median equivalised net income","Euro","41,645",""
"2017","Luxembourg","65 years or over","Females","Median equivalised net income","Euro","39,577",""
"2017","Hungary","Total","Total","Median equivalised net income","Euro","4,988",""
"2017","Hungary","Total","Males","Median equivalised net income","Euro","5,106",""
"2017","Hungary","Total","Females","Median equivalised net income","Euro","4,881",""
"2017","Hungary","Less than 18 years","Total","Median equivalised net income","Euro","4,390",""
"2017","Hungary","Less than 18 years","Males","Median equivalised net income","Euro","4,427",""
"2017","Hungary","Less than 18 years","Females","Median equivalised net income","Euro","4,321",""
"2017","Hungary","From 18 to 24 years","Total","Median equivalised net income","Euro","4,549",""
"2017","Hungary","From 18 to 24 years","Males","Median equivalised net income","Euro","4,616",""
"2017","Hungary","From 18 to 24 years","Females","Median equivalised net income","Euro","4,427",""
"2017","Hungary","From 25 to 49 years","Total","Median equivalised net income","Euro","5,338",""
"2017","Hungary","From 25 to 49 years","Males","Median equivalised net income","Euro","5,518",""
"2017","Hungary","From 25 to 49 years","Females","Median equivalised net income","Euro","5,178",""
"2017","Hungary","From 50 to 64 years","Total","Median equivalised net income","Euro","5,209",""
"2017","Hungary","From 50 to 64 years","Males","Median equivalised net income","Euro","5,195",""
"2017","Hungary","From 50 to 64 years","Females","Median equivalised net income","Euro","5,246",""
"2017","Hungary","65 years or over","Total","Median equivalised net income","Euro","4,917",""
"2017","Hungary","65 years or over","Males","Median equivalised net income","Euro","5,260",""
"2017","Hungary","65 years or over","Females","Median equivalised net income","Euro","4,729",""
"2017","Malta","Total","Total","Median equivalised net income","Euro","14,522",""
"2017","Malta","Total","Males","Median equivalised net income","Euro","14,788",""
"2017","Malta","Total","Females","Median equivalised net income","Euro","14,249",""
"2017","Malta","Less than 18 years","Total","Median equivalised net income","Euro","13,732",""
"2017","Malta","Less than 18 years","Males","Median equivalised net income","Euro","13,778",""
"2017","Malta","Less than 18 years","Females","Median equivalised net income","Euro","13,640",""
"2017","Malta","From 18 to 24 years","Total","Median equivalised net income","Euro","15,272",""
"2017","Malta","From 18 to 24 years","Males","Median equivalised net income","Euro","14,908",""
"2017","Malta","From 18 to 24 years","Females","Median equivalised net income","Euro","15,351",""
"2017","Malta","From 25 to 49 years","Total","Median equivalised net income","Euro","16,661",""
"2017","Malta","From 25 to 49 years","Males","Median equivalised net income","Euro","16,649",""
"2017","Malta","From 25 to 49 years","Females","Median equivalised net income","Euro","16,661",""
"2017","Malta","From 50 to 64 years","Total","Median equivalised net income","Euro","14,948",""
"2017","Malta","From 50 to 64 years","Males","Median equivalised net income","Euro","14,948",""
"2017","Malta","From 50 to 64 years","Females","Median equivalised net income","Euro","14,943",""
"2017","Malta","65 years or over","Total","Median equivalised net income","Euro","11,057",""
"2017","Malta","65 years or over","Males","Median equivalised net income","Euro","11,390",""
"2017","Malta","65 years or over","Females","Median equivalised net income","Euro","10,779",""
"2017","Netherlands","Total","Total","Median equivalised net income","Euro","23,561",""
"2017","Netherlands","Total","Males","Median equivalised net income","Euro","24,110",""
"2017","Netherlands","Total","Females","Median equivalised net income","Euro","23,092",""
"2017","Netherlands","Less than 18 years","Total","Median equivalised net income","Euro","23,532",""
"2017","Netherlands","Less than 18 years","Males","Median equivalised net income","Euro","23,382",""
"2017","Netherlands","Less than 18 years","Females","Median equivalised net income","Euro","23,721",""
"2017","Netherlands","From 18 to 24 years","Total","Median equivalised net income","Euro","20,069",""
"2017","Netherlands","From 18 to 24 years","Males","Median equivalised net income","Euro","19,879",""
"2017","Netherlands","From 18 to 24 years","Females","Median equivalised net income","Euro","20,204",""
"2017","Netherlands","From 25 to 49 years","Total","Median equivalised net income","Euro","25,816",""
"2017","Netherlands","From 25 to 49 years","Males","Median equivalised net income","Euro","26,228",""
"2017","Netherlands","From 25 to 49 years","Females","Median equivalised net income","Euro","25,304",""
"2017","Netherlands","From 50 to 64 years","Total","Median equivalised net income","Euro","25,814",""
"2017","Netherlands","From 50 to 64 years","Males","Median equivalised net income","Euro","26,349",""
"2017","Netherlands","From 50 to 64 years","Females","Median equivalised net income","Euro","25,136",""
"2017","Netherlands","65 years or over","Total","Median equivalised net income","Euro","19,834",""
"2017","Netherlands","65 years or over","Males","Median equivalised net income","Euro","20,664",""
"2017","Netherlands","65 years or over","Females","Median equivalised net income","Euro","19,361",""
"2017","Austria","Total","Total","Median equivalised net income","Euro","24,752",""
"2017","Austria","Total","Males","Median equivalised net income","Euro","25,225",""
"2017","Austria","Total","Females","Median equivalised net income","Euro","24,433",""
"2017","Austria","Less than 18 years","Total","Median equivalised net income","Euro","21,647",""
"2017","Austria","Less than 18 years","Males","Median equivalised net income","Euro","21,615",""
"2017","Austria","Less than 18 years","Females","Median equivalised net income","Euro","21,647",""
"2017","Austria","From 18 to 24 years","Total","Median equivalised net income","Euro","24,581",""
"2017","Austria","From 18 to 24 years","Males","Median equivalised net income","Euro","25,568",""
"2017","Austria","From 18 to 24 years","Females","Median equivalised net income","Euro","23,563",""
"2017","Austria","From 25 to 49 years","Total","Median equivalised net income","Euro","25,202",""
"2017","Austria","From 25 to 49 years","Males","Median equivalised net income","Euro","25,515",""
"2017","Austria","From 25 to 49 years","Females","Median equivalised net income","Euro","24,795",""
"2017","Austria","From 50 to 64 years","Total","Median equivalised net income","Euro","28,257",""
"2017","Austria","From 50 to 64 years","Males","Median equivalised net income","Euro","28,465",""
"2017","Austria","From 50 to 64 years","Females","Median equivalised net income","Euro","28,083",""
"2017","Austria","65 years or over","Total","Median equivalised net income","Euro","24,101",""
"2017","Austria","65 years or over","Males","Median equivalised net income","Euro","25,658",""
"2017","Austria","65 years or over","Females","Median equivalised net income","Euro","22,992",""
"2017","Poland","Total","Total","Median equivalised net income","Euro","5,945",""
"2017","Poland","Total","Males","Median equivalised net income","Euro","6,041",""
"2017","Poland","Total","Females","Median equivalised net income","Euro","5,890",""
"2017","Poland","Less than 18 years","Total","Median equivalised net income","Euro","5,868",""
"2017","Poland","Less than 18 years","Males","Median equivalised net income","Euro","5,894",""
"2017","Poland","Less than 18 years","Females","Median equivalised net income","Euro","5,830",""
"2017","Poland","From 18 to 24 years","Total","Median equivalised net income","Euro","5,393",""
"2017","Poland","From 18 to 24 years","Males","Median equivalised net income","Euro","5,393",""
"2017","Poland","From 18 to 24 years","Females","Median equivalised net income","Euro","5,408",""
"2017","Poland","From 25 to 49 years","Total","Median equivalised net income","Euro","6,352",""
"2017","Poland","From 25 to 49 years","Males","Median equivalised net income","Euro","6,356",""
"2017","Poland","From 25 to 49 years","Females","Median equivalised net income","Euro","6,346",""
"2017","Poland","From 50 to 64 years","Total","Median equivalised net income","Euro","6,016",""
"2017","Poland","From 50 to 64 years","Males","Median equivalised net income","Euro","5,971",""
"2017","Poland","From 50 to 64 years","Females","Median equivalised net income","Euro","6,059",""
"2017","Poland","65 years or over","Total","Median equivalised net income","Euro","5,617",""
"2017","Poland","65 years or over","Males","Median equivalised net income","Euro","6,013",""
"2017","Poland","65 years or over","Females","Median equivalised net income","Euro","5,384",""
"2017","Portugal","Total","Total","Median equivalised net income","Euro","9,071",""
"2017","Portugal","Total","Males","Median equivalised net income","Euro","9,231",""
"2017","Portugal","Total","Females","Median equivalised net income","Euro","8,960",""
"2017","Portugal","Less than 18 years","Total","Median equivalised net income","Euro","8,765",""
"2017","Portugal","Less than 18 years","Males","Median equivalised net income","Euro","8,615",""
"2017","Portugal","Less than 18 years","Females","Median equivalised net income","Euro","8,881",""
"2017","Portugal","From 18 to 24 years","Total","Median equivalised net income","Euro","8,310",""
"2017","Portugal","From 18 to 24 years","Males","Median equivalised net income","Euro","8,284",""
"2017","Portugal","From 18 to 24 years","Females","Median equivalised net income","Euro","8,322",""
"2017","Portugal","From 25 to 49 years","Total","Median equivalised net income","Euro","9,600",""
"2017","Portugal","From 25 to 49 years","Males","Median equivalised net income","Euro","9,768",""
"2017","Portugal","From 25 to 49 years","Females","Median equivalised net income","Euro","9,404",""
"2017","Portugal","From 50 to 64 years","Total","Median equivalised net income","Euro","9,295",""
"2017","Portugal","From 50 to 64 years","Males","Median equivalised net income","Euro","9,227",""
"2017","Portugal","From 50 to 64 years","Females","Median equivalised net income","Euro","9,408",""
"2017","Portugal","65 years or over","Total","Median equivalised net income","Euro","8,509",""
"2017","Portugal","65 years or over","Males","Median equivalised net income","Euro","9,058",""
"2017","Portugal","65 years or over","Females","Median equivalised net income","Euro","8,163",""
"2017","Romania","Total","Total","Median equivalised net income","Euro","2,742",""
"2017","Romania","Total","Males","Median equivalised net income","Euro","2,829",""
"2017","Romania","Total","Females","Median equivalised net income","Euro","2,672",""
"2017","Romania","Less than 18 years","Total","Median equivalised net income","Euro","2,309",""
"2017","Romania","Less than 18 years","Males","Median equivalised net income","Euro","2,272",""
"2017","Romania","Less than 18 years","Females","Median equivalised net income","Euro","2,400",""
"2017","Romania","From 18 to 24 years","Total","Median equivalised net income","Euro","2,320",""
"2017","Romania","From 18 to 24 years","Males","Median equivalised net income","Euro","2,320",""
"2017","Romania","From 18 to 24 years","Females","Median equivalised net income","Euro","2,319",""
"2017","Romania","From 25 to 49 years","Total","Median equivalised net income","Euro","2,980",""
"2017","Romania","From 25 to 49 years","Males","Median equivalised net income","Euro","3,032",""
"2017","Romania","From 25 to 49 years","Females","Median equivalised net income","Euro","2,907",""
"2017","Romania","From 50 to 64 years","Total","Median equivalised net income","Euro","3,028",""
"2017","Romania","From 50 to 64 years","Males","Median equivalised net income","Euro","3,013",""
"2017","Romania","From 50 to 64 years","Females","Median equivalised net income","Euro","3,045",""
"2017","Romania","65 years or over","Total","Median equivalised net income","Euro","2,628",""
"2017","Romania","65 years or over","Males","Median equivalised net income","Euro","2,987",""
"2017","Romania","65 years or over","Females","Median equivalised net income","Euro","2,405",""
"2017","Slovenia","Total","Total","Median equivalised net income","Euro","12,713",""
"2017","Slovenia","Total","Males","Median equivalised net income","Euro","12,954",""
"2017","Slovenia","Total","Females","Median equivalised net income","Euro","12,510",""
"2017","Slovenia","Less than 18 years","Total","Median equivalised net income","Euro","12,667",""
"2017","Slovenia","Less than 18 years","Males","Median equivalised net income","Euro","12,753",""
"2017","Slovenia","Less than 18 years","Females","Median equivalised net income","Euro","12,569",""
"2017","Slovenia","From 18 to 24 years","Total","Median equivalised net income","Euro","12,669",""
"2017","Slovenia","From 18 to 24 years","Males","Median equivalised net income","Euro","13,096",""
"2017","Slovenia","From 18 to 24 years","Females","Median equivalised net income","Euro","12,273",""
"2017","Slovenia","From 25 to 49 years","Total","Median equivalised net income","Euro","13,218",""
"2017","Slovenia","From 25 to 49 years","Males","Median equivalised net income","Euro","13,302",""
"2017","Slovenia","From 25 to 49 years","Females","Median equivalised net income","Euro","13,137",""
"2017","Slovenia","From 50 to 64 years","Total","Median equivalised net income","Euro","13,004",""
"2017","Slovenia","From 50 to 64 years","Males","Median equivalised net income","Euro","13,023",""
"2017","Slovenia","From 50 to 64 years","Females","Median equivalised net income","Euro","12,962",""
"2017","Slovenia","65 years or over","Total","Median equivalised net income","Euro","11,379",""
"2017","Slovenia","65 years or over","Males","Median equivalised net income","Euro","11,962",""
"2017","Slovenia","65 years or over","Females","Median equivalised net income","Euro","10,914",""
"2017","Slovakia","Total","Total","Median equivalised net income","Euro","7,183",""
"2017","Slovakia","Total","Males","Median equivalised net income","Euro","7,293",""
"2017","Slovakia","Total","Females","Median equivalised net income","Euro","7,104",""
"2017","Slovakia","Less than 18 years","Total","Median equivalised net income","Euro","6,420",""
"2017","Slovakia","Less than 18 years","Males","Median equivalised net income","Euro","6,378",""
"2017","Slovakia","Less than 18 years","Females","Median equivalised net income","Euro","6,433",""
"2017","Slovakia","From 18 to 24 years","Total","Median equivalised net income","Euro","7,115",""
"2017","Slovakia","From 18 to 24 years","Males","Median equivalised net income","Euro","7,213",""
"2017","Slovakia","From 18 to 24 years","Females","Median equivalised net income","Euro","7,006",""
"2017","Slovakia","From 25 to 49 years","Total","Median equivalised net income","Euro","7,553",""
"2017","Slovakia","From 25 to 49 years","Males","Median equivalised net income","Euro","7,681",""
"2017","Slovakia","From 25 to 49 years","Females","Median equivalised net income","Euro","7,456",""
"2017","Slovakia","From 50 to 64 years","Total","Median equivalised net income","Euro","7,690",""
"2017","Slovakia","From 50 to 64 years","Males","Median equivalised net income","Euro","7,699",""
"2017","Slovakia","From 50 to 64 years","Females","Median equivalised net income","Euro","7,690",""
"2017","Slovakia","65 years or over","Total","Median equivalised net income","Euro","6,533",""
"2017","Slovakia","65 years or over","Males","Median equivalised net income","Euro","6,755",""
"2017","Slovakia","65 years or over","Females","Median equivalised net income","Euro","6,395",""
"2017","Finland","Total","Total","Median equivalised net income","Euro","23,987",""
"2017","Finland","Total","Males","Median equivalised net income","Euro","24,338",""
"2017","Finland","Total","Females","Median equivalised net income","Euro","23,606",""
"2017","Finland","Less than 18 years","Total","Median equivalised net income","Euro","23,341",""
"2017","Finland","Less than 18 years","Males","Median equivalised net income","Euro","23,238",""
"2017","Finland","Less than 18 years","Females","Median equivalised net income","Euro","23,449",""
"2017","Finland","From 18 to 24 years","Total","Median equivalised net income","Euro","19,791",""
"2017","Finland","From 18 to 24 years","Males","Median equivalised net income","Euro","20,528",""
"2017","Finland","From 18 to 24 years","Females","Median equivalised net income","Euro","19,089",""
"2017","Finland","From 25 to 49 years","Total","Median equivalised net income","Euro","25,701",""
"2017","Finland","From 25 to 49 years","Males","Median equivalised net income","Euro","25,826",""
"2017","Finland","From 25 to 49 years","Females","Median equivalised net income","Euro","25,581",""
"2017","Finland","From 50 to 64 years","Total","Median equivalised net income","Euro","27,828",""
"2017","Finland","From 50 to 64 years","Males","Median equivalised net income","Euro","27,967",""
"2017","Finland","From 50 to 64 years","Females","Median equivalised net income","Euro","27,731",""
"2017","Finland","65 years or over","Total","Median equivalised net income","Euro","20,824",""
"2017","Finland","65 years or over","Males","Median equivalised net income","Euro","22,368",""
"2017","Finland","65 years or over","Females","Median equivalised net income","Euro","19,631",""
"2017","Sweden","Total","Total","Median equivalised net income","Euro","25,376",""
"2017","Sweden","Total","Males","Median equivalised net income","Euro","25,909",""
"2017","Sweden","Total","Females","Median equivalised net income","Euro","24,965",""
"2017","Sweden","Less than 18 years","Total","Median equivalised net income","Euro","24,165",""
"2017","Sweden","Less than 18 years","Males","Median equivalised net income","Euro","24,089",""
"2017","Sweden","Less than 18 years","Females","Median equivalised net income","Euro","24,264",""
"2017","Sweden","From 18 to 24 years","Total","Median equivalised net income","Euro","22,328",""
"2017","Sweden","From 18 to 24 years","Males","Median equivalised net income","Euro","22,341",""
"2017","Sweden","From 18 to 24 years","Females","Median equivalised net income","Euro","22,328",""
"2017","Sweden","From 25 to 49 years","Total","Median equivalised net income","Euro","26,712",""
"2017","Sweden","From 25 to 49 years","Males","Median equivalised net income","Euro","26,640",""
"2017","Sweden","From 25 to 49 years","Females","Median equivalised net income","Euro","26,802",""
"2017","Sweden","From 50 to 64 years","Total","Median equivalised net income","Euro","32,353",""
"2017","Sweden","From 50 to 64 years","Males","Median equivalised net income","Euro","32,803",""
"2017","Sweden","From 50 to 64 years","Females","Median equivalised net income","Euro","31,781",""
"2017","Sweden","65 years or over","Total","Median equivalised net income","Euro","20,853",""
"2017","Sweden","65 years or over","Males","Median equivalised net income","Euro","22,686",""
"2017","Sweden","65 years or over","Females","Median equivalised net income","Euro","19,398",""
"2017","United Kingdom","Total","Total","Median equivalised net income","Euro","20,995","b"
"2017","United Kingdom","Total","Males","Median equivalised net income","Euro","21,420","b"
"2017","United Kingdom","Total","Females","Median equivalised net income","Euro","20,514","b"
"2017","United Kingdom","Less than 18 years","Total","Median equivalised net income","Euro","18,307","b"
"2017","United Kingdom","Less than 18 years","Males","Median equivalised net income","Euro","18,065","b"
"2017","United Kingdom","Less than 18 years","Females","Median equivalised net income","Euro","18,633","b"
"2017","United Kingdom","From 18 to 24 years","Total","Median equivalised net income","Euro","20,244","b"
"2017","United Kingdom","From 18 to 24 years","Males","Median equivalised net income","Euro","20,074","b"
"2017","United Kingdom","From 18 to 24 years","Females","Median equivalised net income","Euro","20,513","b"
"2017","United Kingdom","From 25 to 49 years","Total","Median equivalised net income","Euro","22,881","b"
"2017","United Kingdom","From 25 to 49 years","Males","Median equivalised net income","Euro","23,858","b"
"2017","United Kingdom","From 25 to 49 years","Females","Median equivalised net income","Euro","21,928","b"
"2017","United Kingdom","From 50 to 64 years","Total","Median equivalised net income","Euro","23,478","b"
"2017","United Kingdom","From 50 to 64 years","Males","Median equivalised net income","Euro","23,973","b"
"2017","United Kingdom","From 50 to 64 years","Females","Median equivalised net income","Euro","23,093","b"
"2017","United Kingdom","65 years or over","Total","Median equivalised net income","Euro","18,969","b"
"2017","United Kingdom","65 years or over","Males","Median equivalised net income","Euro","19,817","b"
"2017","United Kingdom","65 years or over","Females","Median equivalised net income","Euro","18,353","b"
"2017","Iceland","Total","Total","Median equivalised net income","Euro",":",""
"2017","Iceland","Total","Males","Median equivalised net income","Euro",":",""
"2017","Iceland","Total","Females","Median equivalised net income","Euro",":",""
"2017","Iceland","Less than 18 years","Total","Median equivalised net income","Euro",":",""
"2017","Iceland","Less than 18 years","Males","Median equivalised net income","Euro",":",""
"2017","Iceland","Less than 18 years","Females","Median equivalised net income","Euro",":",""
"2017","Iceland","From 18 to 24 years","Total","Median equivalised net income","Euro",":",""
"2017","Iceland","From 18 to 24 years","Males","Median equivalised net income","Euro",":",""
"2017","Iceland","From 18 to 24 years","Females","Median equivalised net income","Euro",":",""
"2017","Iceland","From 25 to 49 years","Total","Median equivalised net income","Euro",":",""
"2017","Iceland","From 25 to 49 years","Males","Median equivalised net income","Euro",":",""
"2017","Iceland","From 25 to 49 years","Females","Median equivalised net income","Euro",":",""
"2017","Iceland","From 50 to 64 years","Total","Median equivalised net income","Euro",":",""
"2017","Iceland","From 50 to 64 years","Males","Median equivalised net income","Euro",":",""
"2017","Iceland","From 50 to 64 years","Females","Median equivalised net income","Euro",":",""
"2017","Iceland","65 years or over","Total","Median equivalised net income","Euro",":",""
"2017","Iceland","65 years or over","Males","Median equivalised net income","Euro",":",""
"2017","Iceland","65 years or over","Females","Median equivalised net income","Euro",":",""
"2017","Norway","Total","Total","Median equivalised net income","Euro","38,471",""
"2017","Norway","Total","Males","Median equivalised net income","Euro","39,322",""
"2017","Norway","Total","Females","Median equivalised net income","Euro","37,585",""
"2017","Norway","Less than 18 years","Total","Median equivalised net income","Euro","36,185",""
"2017","Norway","Less than 18 years","Males","Median equivalised net income","Euro","35,844",""
"2017","Norway","Less than 18 years","Females","Median equivalised net income","Euro","36,504",""
"2017","Norway","From 18 to 24 years","Total","Median equivalised net income","Euro","28,941",""
"2017","Norway","From 18 to 24 years","Males","Median equivalised net income","Euro","30,620",""
"2017","Norway","From 18 to 24 years","Females","Median equivalised net income","Euro","26,261",""
"2017","Norway","From 25 to 49 years","Total","Median equivalised net income","Euro","39,321",""
"2017","Norway","From 25 to 49 years","Males","Median equivalised net income","Euro","39,926",""
"2017","Norway","From 25 to 49 years","Females","Median equivalised net income","Euro","38,558",""
"2017","Norway","From 50 to 64 years","Total","Median equivalised net income","Euro","47,193",""
"2017","Norway","From 50 to 64 years","Males","Median equivalised net income","Euro","48,036",""
"2017","Norway","From 50 to 64 years","Females","Median equivalised net income","Euro","46,556",""
"2017","Norway","65 years or over","Total","Median equivalised net income","Euro","35,550",""
"2017","Norway","65 years or over","Males","Median equivalised net income","Euro","37,882",""
"2017","Norway","65 years or over","Females","Median equivalised net income","Euro","33,327",""
"2017","Switzerland","Total","Total","Median equivalised net income","Euro","43,741",""
"2017","Switzerland","Total","Males","Median equivalised net income","Euro","44,770",""
"2017","Switzerland","Total","Females","Median equivalised net income","Euro","42,640",""
"2017","Switzerland","Less than 18 years","Total","Median equivalised net income","Euro","38,852",""
"2017","Switzerland","Less than 18 years","Males","Median equivalised net income","Euro","38,677",""
"2017","Switzerland","Less than 18 years","Females","Median equivalised net income","Euro","39,210",""
"2017","Switzerland","From 18 to 24 years","Total","Median equivalised net income","Euro","43,227",""
"2017","Switzerland","From 18 to 24 years","Males","Median equivalised net income","Euro","44,070",""
"2017","Switzerland","From 18 to 24 years","Females","Median equivalised net income","Euro","41,938",""
"2017","Switzerland","From 25 to 49 years","Total","Median equivalised net income","Euro","46,906",""
"2017","Switzerland","From 25 to 49 years","Males","Median equivalised net income","Euro","47,991",""
"2017","Switzerland","From 25 to 49 years","Females","Median equivalised net income","Euro","45,629",""
"2017","Switzerland","From 50 to 64 years","Total","Median equivalised net income","Euro","49,251",""
"2017","Switzerland","From 50 to 64 years","Males","Median equivalised net income","Euro","50,541",""
"2017","Switzerland","From 50 to 64 years","Females","Median equivalised net income","Euro","47,948",""
"2017","Switzerland","65 years or over","Total","Median equivalised net income","Euro","37,448",""
"2017","Switzerland","65 years or over","Males","Median equivalised net income","Euro","39,938",""
"2017","Switzerland","65 years or over","Females","Median equivalised net income","Euro","35,417",""
"2017","Montenegro","Total","Total","Median equivalised net income","Euro","3,496",""
"2017","Montenegro","Total","Males","Median equivalised net income","Euro","3,556",""
"2017","Montenegro","Total","Females","Median equivalised net income","Euro","3,440",""
"2017","Montenegro","Less than 18 years","Total","Median equivalised net income","Euro","3,013",""
"2017","Montenegro","Less than 18 years","Males","Median equivalised net income","Euro","3,097",""
"2017","Montenegro","Less than 18 years","Females","Median equivalised net income","Euro","2,984",""
"2017","Montenegro","From 18 to 24 years","Total","Median equivalised net income","Euro","3,143",""
"2017","Montenegro","From 18 to 24 years","Males","Median equivalised net income","Euro","3,123",""
"2017","Montenegro","From 18 to 24 years","Females","Median equivalised net income","Euro","3,227",""
"2017","Montenegro","From 25 to 49 years","Total","Median equivalised net income","Euro","3,667",""
"2017","Montenegro","From 25 to 49 years","Males","Median equivalised net income","Euro","3,700",""
"2017","Montenegro","From 25 to 49 years","Females","Median equivalised net income","Euro","3,636",""
"2017","Montenegro","From 50 to 64 years","Total","Median equivalised net income","Euro","3,716",""
"2017","Montenegro","From 50 to 64 years","Males","Median equivalised net income","Euro","3,653",""
"2017","Montenegro","From 50 to 64 years","Females","Median equivalised net income","Euro","3,800",""
"2017","Montenegro","65 years or over","Total","Median equivalised net income","Euro","3,660",""
"2017","Montenegro","65 years or over","Males","Median equivalised net income","Euro","4,013",""
"2017","Montenegro","65 years or over","Females","Median equivalised net income","Euro","3,420",""
"2017","North Macedonia","Total","Total","Median equivalised net income","Euro","2,439",""
"2017","North Macedonia","Total","Males","Median equivalised net income","Euro","2,448",""
"2017","North Macedonia","Total","Females","Median equivalised net income","Euro","2,433",""
"2017","North Macedonia","Less than 18 years","Total","Median equivalised net income","Euro","2,071",""
"2017","North Macedonia","Less than 18 years","Males","Median equivalised net income","Euro","2,063",""
"2017","North Macedonia","Less than 18 years","Females","Median equivalised net income","Euro","2,089",""
"2017","North Macedonia","From 18 to 24 years","Total","Median equivalised net income","Euro","2,195",""
"2017","North Macedonia","From 18 to 24 years","Males","Median equivalised net income","Euro","2,181",""
"2017","North Macedonia","From 18 to 24 years","Females","Median equivalised net income","Euro","2,195",""
"2017","North Macedonia","From 25 to 49 years","Total","Median equivalised net income","Euro","2,525",""
"2017","North Macedonia","From 25 to 49 years","Males","Median equivalised net income","Euro","2,537",""
"2017","North Macedonia","From 25 to 49 years","Females","Median equivalised net income","Euro","2,502",""
"2017","North Macedonia","From 50 to 64 years","Total","Median equivalised net income","Euro","2,724",""
"2017","North Macedonia","From 50 to 64 years","Males","Median equivalised net income","Euro","2,705",""
"2017","North Macedonia","From 50 to 64 years","Females","Median equivalised net income","Euro","2,755",""
"2017","North Macedonia","65 years or over","Total","Median equivalised net income","Euro","2,708",""
"2017","North Macedonia","65 years or over","Males","Median equivalised net income","Euro","2,841",""
"2017","North Macedonia","65 years or over","Females","Median equivalised net income","Euro","2,557",""
"2017","Serbia","Total","Total","Median equivalised net income","Euro","2,534",""
"2017","Serbia","Total","Males","Median equivalised net income","Euro","2,557",""
"2017","Serbia","Total","Females","Median equivalised net income","Euro","2,493",""
"2017","Serbia","Less than 18 years","Total","Median equivalised net income","Euro","2,301",""
"2017","Serbia","Less than 18 years","Males","Median equivalised net income","Euro","2,321",""
"2017","Serbia","Less than 18 years","Females","Median equivalised net income","Euro","2,274",""
"2017","Serbia","From 18 to 24 years","Total","Median equivalised net income","Euro","2,307",""
"2017","Serbia","From 18 to 24 years","Males","Median equivalised net income","Euro","2,307",""
"2017","Serbia","From 18 to 24 years","Females","Median equivalised net income","Euro","2,297",""
"2017","Serbia","From 25 to 49 years","Total","Median equivalised net income","Euro","2,599",""
"2017","Serbia","From 25 to 49 years","Males","Median equivalised net income","Euro","2,612",""
"2017","Serbia","From 25 to 49 years","Females","Median equivalised net income","Euro","2,585",""
"2017","Serbia","From 50 to 64 years","Total","Median equivalised net income","Euro","2,583",""
"2017","Serbia","From 50 to 64 years","Males","Median equivalised net income","Euro","2,469",""
"2017","Serbia","From 50 to 64 years","Females","Median equivalised net income","Euro","2,664",""
"2017","Serbia","65 years or over","Total","Median equivalised net income","Euro","2,595",""
"2017","Serbia","65 years or over","Males","Median equivalised net income","Euro","2,794",""
"2017","Serbia","65 years or over","Females","Median equivalised net income","Euro","2,404",""
"2017","Turkey","Total","Total","Median equivalised net income","Euro","3,866",""
"2017","Turkey","Total","Males","Median equivalised net income","Euro","3,928",""
"2017","Turkey","Total","Females","Median equivalised net income","Euro","3,808",""
"2017","Turkey","Less than 18 years","Total","Median equivalised net income","Euro","3,080",""
"2017","Turkey","Less than 18 years","Males","Median equivalised net income","Euro","3,111",""
"2017","Turkey","Less than 18 years","Females","Median equivalised net income","Euro","3,051",""
"2017","Turkey","From 18 to 24 years","Total","Median equivalised net income","Euro","3,764",""
"2017","Turkey","From 18 to 24 years","Males","Median equivalised net income","Euro","3,914",""
"2017","Turkey","From 18 to 24 years","Females","Median equivalised net income","Euro","3,628",""
"2017","Turkey","From 25 to 49 years","Total","Median equivalised net income","Euro","4,178",""
"2017","Turkey","From 25 to 49 years","Males","Median equivalised net income","Euro","4,204",""
"2017","Turkey","From 25 to 49 years","Females","Median equivalised net income","Euro","4,135",""
"2017","Turkey","From 50 to 64 years","Total","Median equivalised net income","Euro","4,763",""
"2017","Turkey","From 50 to 64 years","Males","Median equivalised net income","Euro","4,913",""
"2017","Turkey","From 50 to 64 years","Females","Median equivalised net income","Euro","4,617",""
"2017","Turkey","65 years or over","Total","Median equivalised net income","Euro","3,902",""
"2017","Turkey","65 years or over","Males","Median equivalised net income","Euro","4,128",""
"2017","Turkey","65 years or over","Females","Median equivalised net income","Euro","3,778",""
"2018","European Union - 28 countries (2013-2020)","Total","Total","Median equivalised net income","Euro","17,383",""
"2018","European Union - 28 countries (2013-2020)","Total","Males","Median equivalised net income","Euro","17,831",""
"2018","European Union - 28 countries (2013-2020)","Total","Females","Median equivalised net income","Euro","16,970",""
"2018","European Union - 28 countries (2013-2020)","Less than 18 years","Total","Median equivalised net income","Euro","16,284",""
"2018","European Union - 28 countries (2013-2020)","Less than 18 years","Males","Median equivalised net income","Euro","16,298",""
"2018","European Union - 28 countries (2013-2020)","Less than 18 years","Females","Median equivalised net income","Euro","16,243",""
"2018","European Union - 28 countries (2013-2020)","From 18 to 24 years","Total","Median equivalised net income","Euro","16,102",""
"2018","European Union - 28 countries (2013-2020)","From 18 to 24 years","Males","Median equivalised net income","Euro","16,540",""
"2018","European Union - 28 countries (2013-2020)","From 18 to 24 years","Females","Median equivalised net income","Euro","15,551",""
"2018","European Union - 28 countries (2013-2020)","From 25 to 49 years","Total","Median equivalised net income","Euro","18,035",""
